,original_title,release_date,revenue,runtime,vote_average,Animation,Comedy,Horror,Western,Thriller,Crime,Romance,History,Fantasy,ScienceFiction,Action,Mystery,Family,Drama,Adventure
23223,Pompeii,2014,117831631.0,105.0,5.2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
23224,Tout ce qui Brille,2010,0.0,100.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23225,100% Cachemire,2013,0.0,98.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23226,Donovan's Echo,2011,0.0,92.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23227,13/13/13,2013,0.0,90.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23228,Age of Dinosaurs,2013,0.0,88.0,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23229,Slavoj Žižek: The Reality of the Virtual,2004,0.0,71.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23230,Attack from Space,1965,0.0,76.0,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23231,Ten Violent Women,1982,0.0,95.0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23232,3 Holiday Tails,2011,0.0,89.0,5.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23233,A Fever In The Blood,1961,0.0,117.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23234,A Golden Christmas,2009,0.0,95.0,3.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23235,A Golden Christmas 3,2013,0.0,90.0,4.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23236,A Haunting at Silver Falls,2013,0.0,84.0,4.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23237,Three Faces East,1930,0.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23238,Mumblecore,2011,0.0,85.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23239,Little Fauss and Big Halsy,1970,0.0,99.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23240,Silver Bears,1978,0.0,113.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23241,The Man Who Loved Cat Dancing,1973,0.0,114.0,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23242,Il capitano,1991,0.0,110.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23243,Neighbors,2014,268157400.0,96.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23244,Flickan,2009,0.0,95.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23245,Man in the Wilderness,1971,0.0,104.0,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
23246,Trick,2010,0.0,0.0,4.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23247,Gladiatorerna,1969,0.0,102.0,5.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23248,Soleil O,1967,0.0,98.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23249,Powers of Ten,1977,0.0,9.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23250,A Resurrection,2013,0.0,98.0,3.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23251,Alpha and Omega 2: A Howl-iday Adventure,2013,0.0,45.0,5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23252,Alpha and Omega 3: The Great Wolf Games,2014,0.0,45.0,4.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
23253,Ambushed,2013,0.0,93.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23254,Axed,2012,0.0,84.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23255,All of Me,2013,0.0,74.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23256,"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",2014,0.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23257,Henry Kissinger: Secrets of a Superpower,2008,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23258,Tentacoli,1977,3000000.0,102.0,3.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23259,Jodorowsky's Dune,2013,0.0,90.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23260,Unlawful Killing,2011,0.0,88.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23261,20 Ft Below: The Darkness Descending,2014,0.0,96.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23262,A Case of You,2013,4187.0,91.0,5.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23263,不知火検校,1960,0.0,91.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23264,Belle,2013,16505460.0,105.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23265,The Immigrant,2013,5867686.0,117.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23266,Pulling John,2009,0.0,0.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23267,अ वेडनसडे,2008,3500000.0,103.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23268,Blindman,1971,0.0,105.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23269,Good People,2014,0.0,90.0,5.2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
23270,Heldorado,1946,0.0,70.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23271,The Wild Life,1984,9500000.0,96.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23272,Kriegerin,2011,0.0,100.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23273,You Instead,2011,0.0,80.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23274,Crack-Up,1946,0.0,96.0,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23275,Magic Magic,2013,0.0,97.0,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23276,Heli,2013,0.0,105.0,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23277,I Think We're Alone Now,2008,0.0,64.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23278,Hide in Plain Sight,1980,0.0,92.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23279,Into the Blue 2: The Reef,2009,0.0,92.0,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23280,Into the Storm,2009,0.0,100.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23281,Atomic Rulers,1965,0.0,83.0,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23282,全城戒备,2010,0.0,110.0,5.1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
23283,Moms' Night Out,2014,10429707.0,98.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23284,Memorial Day,2011,0.0,108.0,5.8,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
23285,Viola,2012,0.0,65.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23286,Ganashatru,1990,0.0,99.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23287,Götter der Pest,1970,0.0,91.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23288,Du skal ære din hustru,1925,0.0,107.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23289,Redes,1936,0.0,65.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23290,Zatōichi kenka-daiko,1968,0.0,84.0,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23291,A Small Town in Texas,1976,0.0,96.0,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23292,Lucy,2014,126546825.0,89.0,6.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23293,X-Men: Days of Future Past,2014,747862775.0,131.0,7.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
23294,Godzilla,2014,529076069.0,123.0,6.1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
23295,Paid,1930,0.0,86.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23296,Valter brani Sarajevo,1972,0.0,133.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23297,Lovely Molly,2012,0.0,100.0,5.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23298,Walk of Shame,2014,59209.0,95.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23299,Crystal Lake Memories: The Complete History of Friday the 13th,2013,0.0,400.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23300,Hunt vs Lauda: F1's Greatest Racing Rivals,2013,0.0,59.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23301,Blue Ruin,2014,258384.0,90.0,6.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23302,Palo Alto,2014,0.0,100.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23303,Kid Cannabis,2014,0.0,110.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23304,Ghare-Baire,1985,0.0,140.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23305,আগন্তুক,1991,0.0,97.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23306,El hal,1981,0.0,90.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23307,Une Chambre en Ville,1982,0.0,90.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23308,Zatōichi hatashi-jō,1968,0.0,82.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23309,Zatōichi goyō-tabi,1972,0.0,90.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23310,Jim Gaffigan: Obsessed,2014,0.0,70.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23311,Legends of Oz: Dorothy's Return,2013,18662027.0,88.0,5.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23312,The Lady in Number 6,2013,0.0,39.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23313,Chef,2014,45967935.0,114.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23314,The Doll Squad,1973,0.0,101.0,5.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23315,Ci Ling,2009,0.0,105.0,3.9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
23316,Burton and Taylor,2013,0.0,83.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23317,In a Town This Size,2011,0.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23318,Strip Search,2004,0.0,120.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23319,The Brasher Doubloon,1947,0.0,72.0,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23320,Blaise Pascal,1972,0.0,129.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23321,Rosemary's Baby,2014,0.0,168.0,6.1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
23322,The Beach Girls and the Monster,1965,0.0,70.0,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23323,Top Banana,1954,0.0,100.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23324,Syvälle salattu,2011,0.0,105.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
23325,悪の教典,2012,0.0,129.0,6.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23326,Shin Zatōichi monogatari: Oreta tsue,1972,0.0,95.0,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23327,The Love God?,1969,0.0,101.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23328,The Last Time I Saw Archie,1961,0.0,98.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23329,24 Exposures,2013,0.0,77.0,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23330,Shin Zatōichi monogatari: Kasama no chimatsuri,1973,0.0,88.0,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23331,10.000 KM,2014,0.0,99.0,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23332,A Kiss in the Dark,1949,0.0,87.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23333,The Normal Heart,2014,0.0,133.0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23334,Man Friday,1975,0.0,115.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23335,Invaders from Space,1965,0.0,78.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23336,Utopia,2013,0.0,115.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23337,Paying the Price: Killing the Children of Iraq,2000,0.0,75.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23338,Welcome to Australia,1999,0.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23339,Afflicted,2014,121179.0,85.0,6.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23340,Interior. Leather Bar.,2013,0.0,60.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23341,American Horror House,2012,0.0,85.0,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23342,American Milkshake,2013,0.0,90.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23343,An American Ghost Story,2012,0.0,95.0,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23344,Our Time,1974,0.0,90.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23345,The Mansion of Madness,1973,0.0,99.0,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23346,An Enemy of the People,1978,0.0,90.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23347,En folkefiende,2005,0.0,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23348,Turks & Caicos,2014,0.0,95.0,6.5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
23349,Salting the Battlefield,2014,0.0,93.0,6.3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23350,Birth of the Living Dead,2013,0.0,76.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23351,Te jing xin ren lei 2,2000,0.0,120.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23352,Dark Girls,2011,0.0,71.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23353,Blended,2014,123494610.0,117.0,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23354,Begin Again,2013,63464861.0,104.0,7.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23355,Kelly & Cal,2014,0.0,107.0,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23356,A Brony Tale,2014,0.0,79.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23357,Mega Python vs. Gatoroid,2011,0.0,90.0,3.5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
23358,Big Ass Spider!,2013,0.0,80.0,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23359,The Heat's On,1943,0.0,78.0,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23360,An Enemy of the People,1966,0.0,112.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23361,The Anna Nicole Smith Story,2007,0.0,83.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23362,Anna Nicole,2013,0.0,90.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23363,The Short Game,2013,0.0,100.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23364,12 O’Clock Boys,2013,44.0,76.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23365,A Message to Garcia,1936,0.0,77.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23366,Nightwing,1979,0.0,105.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23367,Satan's School For Girls,1973,0.0,78.0,5.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23368,The One and Only,1978,16928137.0,97.0,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23369,Maleficent,2014,758539785.0,97.0,7.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
23370,The Two Faces of January,2014,4507463.0,96.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23371,Zombeavers,2014,14947.0,85.0,4.8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23372,Toward the Unknown,1956,0.0,115.0,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
23373,Rosso sangue,1981,0.0,96.0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23374,April Rain,2014,0.0,90.0,2.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23375,At Middleton,2013,0.0,101.0,5.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23376,Babysitters Beware,2009,0.0,71.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
23377,Συγχαρητήρια Στους Αισιόδοξους?,2012,0.0,88.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23378,Loving,1970,0.0,89.0,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23379,Twinky,1970,0.0,98.0,5.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23380,Beneath the Valley of the Ultra-Vixens,1979,0.0,93.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23381,The Girl He Left Behind,1956,0.0,103.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23382,Shoot-Out At Medicine Bend,1957,0.0,87.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23383,Darby's Rangers,1958,0.0,121.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23384,Having You,2013,0.0,100.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23385,Backfire,1950,0.0,91.0,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23386,Échappement libre,1964,0.0,94.0,5.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23387,Scooby-Doo! WrestleMania Mystery,2014,0.0,84.0,6.4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
23388,La danza de la realidad,2013,0.0,130.0,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23389,Love Punch,2013,0.0,94.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23390,Ordinary Miracles,2005,0.0,99.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23391,A Million Ways to Die in the West,2014,0.0,116.0,5.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23392,The Cabinet of Caligari,1962,0.0,106.0,5.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23393,Ciao maschio,1978,0.0,113.0,5.9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
23394,Baiyin diguo,2009,0.0,113.0,5.8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
23395,Mile... Mile & A Half,2013,0.0,87.0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23396,I Like Killing Flies,2004,14000.0,80.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23397,Edge of Tomorrow,2014,370541256.0,113.0,7.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23398,Μικρά Αγγλία,2013,0.0,160.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23399,Qu'est-ce qu'on a fait au Bon Dieu,2014,0.0,94.0,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23400,The Pied Piper,1972,0.0,90.0,4.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23401,An Unreal Dream: The Michael Morton Story,2013,0.0,92.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23402,The Violent Men,1955,0.0,96.0,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23403,Tracks,2014,4878242.0,112.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23404,Mission: Impossible - Rogue Nation,2015,682330139.0,131.0,7.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23405,Neverland,2011,0.0,180.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
23406,Midnight Chronicles,2008,0.0,100.0,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23407,Gulliver's Travels,1977,0.0,81.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23408,Catlow,1971,0.0,101.0,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23409,Million Dollar Arm,2014,38307627.0,124.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23410,This Thing with Sarah,2013,0.0,80.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23411,G.B.F.,2013,0.0,92.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23412,Jack the Ripper,1976,0.0,92.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23413,Train On The Brain,2000,0.0,50.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23414,Sunlight Jr.,2013,0.0,94.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23415,Narco Cultura,2013,0.0,103.0,7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23416,E zhan,2014,0.0,95.0,6.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23417,Jimi: All Is by My Side,2013,340911.0,118.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23418,Un nommé La Rocca,1961,0.0,102.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23419,Un Crime au Paradis,2001,0.0,89.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23420,Backfire,1988,0.0,93.0,5.8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
23421,Bad Ass 2: Bad Asses,2014,0.0,91.0,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23422,Bad Boy,1949,0.0,86.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23423,Battle Circus,1953,0.0,90.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23424,The Odds,2012,0.0,92.0,5.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23425,Generation Iron,2013,0.0,106.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23426,Zee and Co.,1972,0.0,110.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23427,Flight 7500,2014,0.0,97.0,4.3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23428,Battle of the Damned,2013,0.0,88.0,4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23429,Best Foot Forward,1943,0.0,94.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23430,Black Coffee,2014,0.0,82.0,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23431,Love and Pain and the Whole Damn Thing,1973,0.0,110.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23432,The Revolutionary,2011,0.0,92.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23433,#chicagoGirl,2013,0.0,74.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23434,Liv & Ingmar,2012,0.0,89.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23435,Mar Baum,1997,0.0,92.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23436,Sappho,1921,0.0,82.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23437,Bettie Page Reveals All,2013,0.0,101.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23438,Luv,1967,1000000.0,93.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23439,Cinderella,1914,0.0,52.0,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23440,Lilting,2014,0.0,91.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23441,A Night in Old Mexico,2013,0.0,103.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23442,Teresa,1951,0.0,102.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23443,Cry Terror!,1958,0.0,96.0,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23444,The Fault in Our Stars,2014,307166834.0,125.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23445,The Grand Seduction,2014,3430018.0,112.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23446,Welcome to the Jungle,2007,0.0,83.0,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23447,Raze,2013,0.0,92.0,5.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23448,Black Nativity,2013,7018189.0,93.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23449,Blood of Redemption,2013,0.0,85.0,5.3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
23450,Cinderella,2002,0.0,48.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23451,Occupant,2011,0.0,0.0,5.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23452,Minuscule - La vallée des fourmis perdues,2013,30000000.0,89.0,6.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
23453,Jayne Mansfield's Car,2012,14836.0,122.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23454,Hot Rods To Hell,1967,0.0,100.0,3.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23455,Princesse Tam Tam,1935,0.0,77.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23456,Rumble on the Docks,1956,0.0,82.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23457,The Thompsons,2012,0.0,84.0,4.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23458,Tangled Ever After,2012,0.0,6.0,7.1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
23459,Tercera Llamada,2013,0.0,90.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23460,13 Frightened Girls,1963,0.0,89.0,6.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23461,Against All Flags,1952,0.0,83.0,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23462,Andy Hardy Meets Debutante,1940,0.0,88.0,6.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23463,Annabel Takes a Tour,1938,0.0,67.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
